s_no,order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sale_price,profit
2457,2457,19-09-2022,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10004093,1,0.3,9.7,-0.3
2458,2458,30-07-2023,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,OFF-AR-10001683,6,2.4,57.6,7.6
2459,2459,08-04-2022,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10003455,3,1,49,9
2460,2460,01-12-2023,Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Office Supplies,Appliances,OFF-AP-10002578,2,5,95,5
2461,2461,12-04-2023,Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,OFF-PA-10001763,3,1.2,28.8,-1.2
2462,2462,20-06-2023,Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10001597,3,2,98,18
2463,2463,12-10-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10001524,5,4,76,6
2464,2464,22-06-2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10001553,2,0.2,9.8,-0.2
2465,2465,13-11-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10000576,1,7,133,13
2466,2466,14-04-2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,OFF-LA-10001317,1,0,0,0
2467,2467,06-03-2022,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Paper,OFF-PA-10000726,1,0.3,9.7,-0.3
2468,2468,25-04-2023,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,OFF-ST-10003306,4,11.4,558.6,38.6
2469,2469,04-09-2023,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Paper,OFF-PA-10004983,5,1.5,28.5,-1.5
2470,2470,28-06-2022,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,OFF-ST-10001291,1,0.8,19.2,-0.8
2471,2471,22-10-2023,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,FUR-FU-10002107,8,0.3,9.7,-0.3
2472,2472,01-01-2022,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Bookcases,FUR-BO-10002213,4,13.5,436.5,26.5
2473,2473,04-02-2022,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,OFF-AP-10000692,4,1.8,58.2,-1.8
2474,2474,06-04-2022,First Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Chairs,FUR-CH-10001190,2,11,209,9
2475,2475,21-11-2023,First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Accessories,TEC-AC-10000682,5,1.6,78.4,8.4
2476,2476,03-05-2023,First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Labels,OFF-LA-10004545,7,3.6,86.4,16.4
2477,2477,27-06-2023,First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,OFF-AP-10003057,4,22,1078,118
2478,2478,13-10-2023,Second Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Tables,FUR-TA-10000198,3,26.4,1293.6,183.6
2479,2479,17-01-2022,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,OFF-AR-10002833,3,0.5,9.5,-0.5
2480,2480,29-01-2023,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,OFF-SU-10002557,1,0.5,9.5,-0.5
2481,2481,09-09-2023,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,OFF-ST-10003656,2,4.5,145.5,15.5
2482,2482,02-09-2023,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10001097,6,20,980,80
2483,2483,01-10-2022,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10000912,4,1.2,38.8,-1.2
2484,2484,13-08-2022,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,FUR-TA-10000617,5,57,1083,153
2485,2485,31-08-2022,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001658,5,4,96,6
2486,2486,14-11-2023,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,OFF-AR-10003856,2,0.3,9.7,-0.3
2487,2487,16-02-2022,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Storage,OFF-ST-10001837,2,1.8,88.2,8.2
2488,2488,09-03-2022,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,OFF-AR-10001473,3,0.2,9.8,-0.2
2489,2489,15-10-2023,Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,OFF-PA-10004285,3,0.6,19.4,-0.6
2490,2490,28-01-2023,Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10001835,4,25.2,604.8,54.8
2491,2491,22-03-2023,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10002245,4,0.6,19.4,-0.6
2492,2492,29-01-2022,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10001457,6,4.5,85.5,15.5
2493,2493,23-04-2023,Standard Class,Consumer,United States,Jamestown,New York,14701,East,Technology,Phones,TEC-PH-10002885,7,182,4368,638
2494,2494,22-11-2023,Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Tables,FUR-TA-10004086,5,9,291,41
2495,2495,12-03-2023,Second Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,TEC-PH-10000895,5,14.4,705.6,125.6
2496,2496,07-11-2023,Standard Class,Consumer,United States,Mishawaka,Indiana,46544,Central,Furniture,Chairs,FUR-CH-10000225,8,26,624,84
2497,2497,25-04-2023,Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Storage,OFF-ST-10002370,3,1.8,58.2,8.2
2498,2498,28-04-2022,Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Envelopes,OFF-EN-10000056,2,2.4,117.6,7.6
2499,2499,14-12-2023,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10004817,1,0.5,9.5,-0.5
2500,2500,05-11-2022,First Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Envelopes,OFF-EN-10004483,3,1.2,38.8,8.8
2501,2501,28-10-2023,First Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Paper,OFF-PA-10001892,2,0.5,9.5,-0.5
2502,2502,28-08-2022,First Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,OFF-BI-10000546,4,0,0,0
2503,2503,06-09-2022,First Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,OFF-BI-10001294,4,0.5,9.5,-0.5
2504,2504,12-10-2023,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10000248,2,0.2,9.8,-0.2
2505,2505,24-10-2022,Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10001228,4,1,49,9
2506,2506,19-04-2023,Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,OFF-SU-10000151,5,409.5,7780.5,410.5
2507,2507,26-11-2023,Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10004351,8,2.4,77.6,7.6
2508,2508,05-02-2023,Same Day,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,OFF-AP-10001293,4,1.2,28.8,-1.2
2509,2509,20-05-2023,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10000675,3,10,190,0
2510,2510,24-12-2023,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Accessories,TEC-AC-10000580,6,19.2,460.8,70.8
2511,2511,05-05-2022,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Storage,OFF-ST-10003470,4,44.8,1075.2,75.2
2512,2512,20-08-2022,First Class,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,TEC-AC-10003116,6,4.4,105.6,15.6
2513,2513,08-07-2022,Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,OFF-BI-10002429,5,2,48,-2
2514,2514,11-08-2022,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Accessories,TEC-AC-10003280,4,3,97,7
2515,2515,15-11-2023,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,FUR-CH-10004540,2,2,48,8
2516,2516,03-12-2022,Standard Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Storage,OFF-ST-10000585,2,7.8,252.2,42.2
2517,2517,31-08-2023,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,OFF-EN-10003001,9,12,588,88
2518,2518,12-12-2022,Standard Class,Corporate,United States,Westfield,New Jersey,7090,East,Furniture,Furnishings,FUR-FU-10003975,3,2.6,127.4,17.4
2519,2519,20-11-2022,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Labels,OFF-LA-10004559,7,0.6,19.4,-0.6
2520,2520,19-04-2023,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Labels,OFF-LA-10003223,6,0.6,29.4,9.4
2521,2521,12-10-2023,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Appliances,OFF-AP-10002651,3,43.5,826.5,96.5
2522,2522,10-07-2022,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Paper,OFF-PA-10003177,2,0.4,9.6,-0.4
2523,2523,11-03-2022,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,TEC-PH-10003442,1,0.2,9.8,-0.2
2524,2524,22-01-2022,Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Binders,OFF-BI-10000977,4,2.4,117.6,7.6
2525,2525,01-05-2022,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,OFF-AR-10004078,9,2,38,-2
2526,2526,12-08-2022,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,TEC-AC-10002550,2,0.9,29.1,9.1
2527,2527,20-02-2022,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004965,3,0.5,9.5,-0.5
2528,2528,07-08-2022,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004209,6,0.4,9.6,-0.4
2529,2529,29-08-2023,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10001526,2,0.4,9.6,-0.4
2530,2530,08-07-2023,Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Paper,OFF-PA-10000788,2,0.2,9.8,-0.2
2531,2531,30-07-2022,Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,OFF-PA-10000595,5,2.2,107.8,7.8
2532,2532,10-06-2022,Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,OFF-BI-10000829,4,0.8,19.2,-0.8
2533,2533,28-10-2023,Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Fasteners,OFF-FA-10002676,7,0.3,9.7,-0.3
2534,2534,31-01-2022,Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,TEC-AC-10000844,4,13.6,326.4,6.4
2535,2535,11-04-2023,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10004459,6,54,1746,166
2536,2536,23-04-2022,First Class,Corporate,United States,La Quinta,California,92253,West,Technology,Accessories,TEC-AC-10003499,4,2.5,47.5,-2.5
2537,2537,23-08-2023,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Chairs,FUR-CH-10000513,2,9,171,11
2538,2538,26-02-2023,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,TEC-PH-10000895,4,17.2,412.8,62.8
2539,2539,23-10-2022,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,TEC-PH-10002555,1,4.8,155.2,5.2
2540,2540,30-11-2023,Same Day,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10003312,6,40.5,1309.5,29.5
2541,2541,19-01-2022,Same Day,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10004086,3,14,686,96
2542,2542,08-12-2022,Standard Class,Corporate,United States,Scottsdale,Arizona,85254,West,Furniture,Furnishings,FUR-FU-10002759,7,4.4,105.6,15.6
2543,2543,13-02-2022,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10002191,3,2.8,137.2,7.2
2544,2544,21-06-2023,Standard Class,Home Office,United States,Malden,Massachusetts,2148,East,Furniture,Bookcases,FUR-BO-10003450,3,5.1,164.9,4.9
2545,2545,15-09-2023,Standard Class,Home Office,United States,Malden,Massachusetts,2148,East,Office Supplies,Labels,OFF-LA-10000248,4,0.3,9.7,-0.3
2546,2546,27-06-2023,Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,OFF-ST-10004804,4,8.4,201.6,21.6
2547,2547,10-09-2023,Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Bookcases,FUR-BO-10001337,1,4,96,16
2548,2548,16-11-2023,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,OFF-AR-10002255,1,0,0,0
2549,2549,07-01-2023,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,TEC-PH-10002624,5,56.4,1823.6,303.6
2550,2550,10-04-2023,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,OFF-PA-10001878,8,9.3,300.7,40.7
2551,2551,07-03-2023,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Labels,OFF-LA-10000452,2,0.2,9.8,-0.2
2552,2552,31-07-2023,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10004665,6,16.4,803.6,53.6
2553,2553,30-04-2022,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,OFF-BI-10000088,2,0.8,19.2,-0.8
2554,2554,14-08-2022,Standard Class,Home Office,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,OFF-PA-10000029,4,0.6,29.4,-0.6
2555,2555,13-10-2022,Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Phones,TEC-PH-10000369,7,28.4,681.6,11.6
2556,2556,14-12-2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001590,2,2,48,8
2557,2557,19-08-2022,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Furnishings,FUR-FU-10004909,8,2.5,47.5,7.5
2558,2558,04-06-2023,Standard Class,Corporate,United States,Coral Springs,Florida,33065,South,Office Supplies,Appliances,OFF-AP-10002287,2,0.5,9.5,-0.5
2559,2559,30-11-2022,Standard Class,Consumer,United States,Orem,Utah,84057,West,Furniture,Bookcases,FUR-BO-10004357,7,56.4,1353.6,13.6
2560,2560,17-06-2022,Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Labels,OFF-LA-10003766,5,0.8,19.2,-0.8
2561,2561,06-02-2022,Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Storage,OFF-ST-10000046,2,16,304,14
2562,2562,25-03-2023,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Labels,OFF-LA-10003190,4,0.2,9.8,-0.2
2563,2563,19-06-2023,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,OFF-PA-10002787,2,0.4,9.6,-0.4
2564,2564,21-12-2022,Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10000387,1,1,19,-1
2565,2565,27-04-2022,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10001291,2,0.9,29.1,9.1
2566,2566,21-03-2022,First Class,Consumer,United States,Bowling Green,Kentucky,42104,South,Technology,Accessories,TEC-AC-10003116,4,3.5,66.5,6.5
2567,2567,08-02-2022,Second Class,Consumer,United States,Bellingham,Washington,98226,West,Office Supplies,Binders,OFF-BI-10001308,5,0.6,29.4,-0.6
2568,2568,21-01-2023,Second Class,Consumer,United States,Bellingham,Washington,98226,West,Furniture,Tables,FUR-TA-10003954,9,133.5,2536.5,-3.5
2569,2569,03-12-2022,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10003282,8,19.2,460.8,70.8
2570,2570,19-07-2023,Same Day,Corporate,United States,Newark,Ohio,43055,East,Technology,Phones,TEC-PH-10000576,2,6.4,153.6,3.6
2571,2571,09-01-2023,Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Art,OFF-AR-10004441,4,0.4,9.6,-0.4
2572,2572,16-07-2022,Standard Class,Home Office,United States,Woodstock,Illinois,60098,Central,Office Supplies,Art,OFF-AR-10003759,2,0,0,0
2573,2573,02-11-2023,Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Technology,Accessories,TEC-AC-10004145,7,70,1330,60
2574,2574,20-12-2022,Standard Class,Home Office,United States,Lafayette,Indiana,47905,Central,Furniture,Furnishings,FUR-FU-10000293,5,21.2,508.8,48.8
2575,2575,01-02-2022,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,OFF-EN-10004955,3,0.6,19.4,-0.6
2576,2576,20-01-2022,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,OFF-BI-10001071,5,6.4,313.6,23.6
2577,2577,12-09-2022,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,OFF-EN-10001990,2,0.4,9.6,-0.4
2578,2578,20-03-2022,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,OFF-AP-10002734,3,34,646,76
2579,2579,14-11-2023,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,FUR-FU-10004587,3,1.8,58.2,8.2
2580,2580,27-05-2023,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,OFF-ST-10004337,8,14.7,475.3,75.3
2581,2581,09-04-2022,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,OFF-PA-10003072,3,1,19,-1
2582,2582,20-07-2023,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,OFF-PA-10000380,2,0.6,19.4,-0.6
2583,2583,14-08-2022,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,TEC-PH-10004833,13,4.8,155.2,15.2
2584,2584,27-03-2023,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,FUR-FU-10001847,3,0.4,9.6,-0.4
2585,2585,28-01-2022,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,TEC-PH-10002103,2,3.8,186.2,16.2
2586,2586,25-09-2023,Standard Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Envelopes,OFF-EN-10001137,2,0.4,9.6,-0.4
2587,2587,01-07-2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,OFF-ST-10001476,7,12.5,237.5,27.5
2588,2588,11-01-2022,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10002045,1,1,19,-1
2589,2589,23-07-2022,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Storage,OFF-ST-10001505,1,0.5,9.5,-0.5
2590,2590,02-07-2023,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10001433,3,10,240,40
2591,2591,03-11-2022,Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Furnishings,FUR-FU-10004671,2,0.4,9.6,-0.4
2592,2592,25-09-2022,Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Tables,FUR-TA-10003569,3,24,576,76
2593,2593,06-02-2023,Second Class,Corporate,United States,Summerville,South Carolina,29483,South,Technology,Phones,TEC-PH-10002807,2,2.4,77.6,-2.4
2594,2594,21-12-2022,Second Class,Corporate,United States,Summerville,South Carolina,29483,South,Office Supplies,Binders,OFF-BI-10001597,8,6.6,323.4,53.4
2595,2595,04-06-2023,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,OFF-EN-10003296,2,5.4,174.6,14.6
2596,2596,03-11-2023,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,OFF-BI-10004632,3,18.2,891.8,51.8
2597,2597,23-09-2022,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Technology,Phones,TEC-PH-10002310,3,17.7,572.3,72.3
2598,2598,10-04-2022,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Storage,OFF-ST-10000078,2,15.9,514.1,54.1
2599,2599,10-10-2022,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10001752,3,0.3,9.7,-0.3
2600,2600,04-02-2022,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,OFF-AP-10000026,2,4.8,115.2,15.2
2601,2601,27-08-2022,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,OFF-SU-10002573,7,3.6,116.4,16.4
2602,2602,17-08-2022,Same Day,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000349,3,0.4,9.6,-0.4
2603,2603,14-09-2023,Same Day,Consumer,United States,New York City,New York,10035,East,Technology,Machines,TEC-MA-10003356,3,67.5,1282.5,42.5
2604,2604,13-12-2023,Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10000362,1,4.2,135.8,25.8
2605,2605,07-06-2022,Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10003878,4,2.4,57.6,7.6
2606,2606,15-04-2022,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10000591,1,0,0,0
2607,2607,05-08-2023,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Art,OFF-AR-10003727,1,0.4,19.6,-0.4
2608,2608,26-12-2022,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Accessories,TEC-AC-10001635,3,1,19,-1
2609,2609,06-11-2023,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,OFF-LA-10001317,1,0,0,0
2610,2610,11-12-2023,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Tables,FUR-TA-10000577,5,24.4,1195.6,35.6
2611,2611,02-07-2022,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,OFF-LA-10000248,2,0.3,9.7,-0.3
2612,2612,17-12-2022,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Paper,OFF-PA-10000955,3,0.4,19.6,-0.4
2613,2613,16-10-2023,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,FUR-FU-10000221,3,0.3,9.7,-0.3
2614,2614,13-12-2023,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,FUR-CH-10002304,2,1.6,38.4,-1.6
2615,2615,21-05-2023,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,FUR-CH-10004886,3,4.6,225.4,15.4
2616,2616,02-03-2022,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10001525,6,0.8,19.2,-0.8
2617,2617,04-04-2022,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10003663,2,0.3,9.7,-0.3
2618,2618,14-05-2022,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10001294,13,6,114,14
2619,2619,01-10-2023,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Art,OFF-AR-10000369,3,0,0,0
2620,2620,05-11-2022,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Technology,Phones,TEC-PH-10001300,4,2.8,67.2,7.2
2621,2621,25-11-2022,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Storage,OFF-ST-10000876,3,0.8,39.2,9.2
2622,2622,28-12-2023,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Labels,OFF-LA-10001404,5,0.8,19.2,-0.8
2623,2623,28-02-2023,Second Class,Corporate,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Paper,OFF-PA-10001972,4,0.6,29.4,-0.6
2624,2624,11-04-2023,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,TEC-CO-10004722,4,224,10976,676
2625,2625,17-12-2022,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10001494,8,120,2280,120
2626,2626,16-09-2023,First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Envelopes,OFF-EN-10002500,5,3,57,-3
2627,2627,15-01-2022,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10003800,1,1.5,48.5,-1.5
2628,2628,11-05-2023,First Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Accessories,TEC-AC-10002399,4,1.8,58.2,-1.8
2629,2629,29-06-2023,First Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Machines,TEC-MA-10002210,7,32.5,617.5,67.5
2630,2630,15-12-2023,First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,OFF-BI-10003196,10,0.3,9.7,-0.3
2631,2631,15-06-2023,Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,OFF-PA-10000477,3,0.3,9.7,-0.3
2632,2632,04-01-2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10000076,2,0.8,39.2,-0.8
2633,2633,22-03-2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10002017,2,1.6,38.4,8.4
2634,2634,16-04-2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10004287,1,11,209,29
2635,2635,09-03-2023,Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,FUR-FU-10003829,2,0,0,0
2636,2636,03-05-2022,Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,OFF-BI-10004728,5,0.4,9.6,-0.4
2637,2637,24-02-2022,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10000046,2,16,304,4
2638,2638,27-04-2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000697,4,0.6,19.4,-0.6
2639,2639,08-05-2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000848,3,0.5,9.5,-0.5
